fila_original,grupo,conjunto
1236,8,Validacion
1237,1112,Entrenamiento
1238,10,Entrenamiento
1239,1113,Entrenamiento
1240,1114,Entrenamiento
1241,1115,Prueba
1242,1116,Entrenamiento
1243,15,Prueba
1244,16,Entrenamiento
1245,17,Validacion
1246,1117,Validacion
1247,1118,Entrenamiento
1248,1119,Entrenamiento
1249,1120,Entrenamiento
1250,1121,Prueba
1251,23,Prueba
1252,1122,Entrenamiento
1253,25,Entrenamiento
1254,1123,Entrenamiento
1255,27,Entrenamiento
1256,28,Entrenamiento
1257,29,Validacion
1258,30,Validacion
1259,31,Entrenamiento
1260,1124,Entrenamiento
1261,1125,Entrenamiento
1262,1126,Prueba
1263,35,Entrenamiento
1264,36,Entrenamiento
1265,1127,Entrenamiento
1266,1128,Prueba
1267,1129,Prueba
1268,1130,Entrenamiento
1269,1131,Entrenamiento
1270,42,Entrenamiento
1271,43,Prueba
1272,44,Validacion
1273,45,Validacion
1274,46,Entrenamiento
1275,1132,Entrenamiento
1276,48,Entrenamiento
1277,1133,Entrenamiento
1278,50,Entrenamiento
1279,1134,Entrenamiento
1280,1135,Entrenamiento
1281,1136,Entrenamiento
1282,54,Entrenamiento
1283,55,Entrenamiento
1284,1137,Entrenamiento
1285,1138,Entrenamiento
1286,58,Entrenamiento
1287,59,Entrenamiento
1288,60,Entrenamiento
1289,61,Validacion
1290,62,Prueba
1291,1139,Entrenamiento
1292,64,Entrenamiento
1293,65,Validacion
1294,66,Entrenamiento
1295,67,Entrenamiento
1296,68,Validacion
1297,69,Validacion
1298,1140,Entrenamiento
1299,1141,Entrenamiento
1300,1142,Entrenamiento
1301,1143,Entrenamiento
1302,1144,Validacion
1303,75,Validacion
1304,1145,Entrenamiento
1305,77,Entrenamiento
1306,1146,Entrenamiento
1307,79,Validacion
1308,80,Validacion
1309,1147,Entrenamiento
1310,1148,Entrenamiento
1311,1149,Prueba
1312,84,Validacion
1313,85,Entrenamiento
1314,86,Entrenamiento
1315,1150,Entrenamiento
1316,1151,Entrenamiento
1317,1152,Entrenamiento
1318,90,Prueba
1319,1153,Entrenamiento
1320,1154,Entrenamiento
1321,818,Entrenamiento
1322,1155,Entrenamiento
1323,741,Entrenamiento
1324,1156,Entrenamiento
1325,97,Entrenamiento
1326,98,Entrenamiento
1327,99,Validacion
1328,1157,Prueba
1329,101,Validacion
1330,102,Validacion
1331,103,Entrenamiento
1332,104,Entrenamiento
1333,494,Entrenamiento
1334,1158,Validacion
1335,1159,Entrenamiento
1336,1160,Entrenamiento
1337,1161,Validacion
1338,110,Prueba
1339,1162,Entrenamiento
1340,112,Entrenamiento
1341,113,Entrenamiento
1342,114,Entrenamiento
1343,1163,Prueba
1344,1164,Entrenamiento
1345,1165,Entrenamiento
1346,1166,Entrenamiento
1347,1167,Entrenamiento
1348,1168,Prueba
1349,1169,Entrenamiento
1350,1170,Entrenamiento
1351,123,Entrenamiento
1352,124,Validacion
1353,125,Entrenamiento
1354,1171,Entrenamiento
1355,127,Entrenamiento
1356,128,Entrenamiento
1357,1172,Prueba
1358,1173,Prueba
1359,1174,Validacion
1360,1175,Validacion
1361,133,Entrenamiento
1362,134,Validacion
1363,1176,Prueba
1364,1177,Entrenamiento
1365,137,Entrenamiento
1366,1178,Entrenamiento
1367,139,Prueba
1368,140,Entrenamiento
1369,141,Entrenamiento
1370,142,Validacion
1371,143,Entrenamiento
1372,144,Prueba
1373,1179,Entrenamiento
1374,1180,Entrenamiento
1375,147,Entrenamiento
1376,1181,Prueba
1377,1182,Entrenamiento
1378,150,Validacion
1379,151,Prueba
1380,152,Entrenamiento
1381,153,Entrenamiento
1382,154,Entrenamiento
1383,155,Entrenamiento
1384,156,Validacion
1385,1183,Prueba
1386,158,Entrenamiento
1387,159,Entrenamiento
1388,160,Entrenamiento
1389,161,Entrenamiento
1390,162,Entrenamiento
1391,1184,Entrenamiento
1392,1185,Entrenamiento
1393,165,Entrenamiento
1394,166,Entrenamiento
1395,167,Validacion
1396,1186,Prueba
1397,1187,Entrenamiento
1398,170,Entrenamiento
1399,171,Entrenamiento
1400,172,Entrenamiento
1401,1188,Validacion
1402,1189,Validacion
1403,1190,Entrenamiento
1404,1191,Entrenamiento
1405,1192,Entrenamiento
1406,1193,Validacion
1407,1194,Validacion
1408,178,Entrenamiento
1409,1195,Entrenamiento
1410,181,Validacion
1411,1196,Entrenamiento
1412,1197,Validacion
1413,871,Entrenamiento
1414,185,Prueba
1415,1198,Entrenamiento
1416,187,Entrenamiento
1417,188,Entrenamiento
1418,1199,Validacion
1419,1200,Prueba
1420,1201,Entrenamiento
1421,1202,Entrenamiento
1422,1203,Entrenamiento
1423,1204,Entrenamiento
1424,195,Prueba
1425,1045,Entrenamiento
1426,1205,Entrenamiento
1427,198,Entrenamiento
1428,1206,Entrenamiento
1429,1207,Entrenamiento
1430,201,Entrenamiento
1431,189,Entrenamiento
1432,1208,Entrenamiento
1433,203,Prueba
1434,204,Entrenamiento
1435,205,Entrenamiento
1436,206,Entrenamiento
1437,207,Entrenamiento
1438,208,Validacion
1439,1209,Validacion
1440,210,Validacion
1441,211,Entrenamiento
1442,1210,Validacion
1443,1211,Prueba
1444,1212,Prueba
1445,1213,Entrenamiento
1446,1214,Entrenamiento
1447,1215,Validacion
1448,1216,Entrenamiento
1449,1217,Entrenamiento
1450,1218,Entrenamiento
1451,1219,Validacion
1452,222,Entrenamiento
1453,223,Entrenamiento
1454,1220,Validacion
1455,1221,Entrenamiento
1456,1222,Prueba
1457,227,Prueba
1458,228,Validacion
1459,229,Validacion
1460,230,Prueba
1461,231,Entrenamiento
1462,232,Entrenamiento
1463,1223,Validacion
1464,184,Validacion
1465,234,Entrenamiento
1466,235,Entrenamiento
1467,236,Entrenamiento
1468,237,Entrenamiento
1469,238,Prueba
1470,696,Validacion
1471,240,Prueba
1472,241,Entrenamiento
1473,1224,Validacion
1474,243,Entrenamiento
1475,1225,Entrenamiento
1476,1226,Entrenamiento
1477,1227,Entrenamiento
1478,1228,Entrenamiento
1479,247,Validacion
1480,111,Entrenamiento
1481,1229,Entrenamiento
1482,1230,Validacion
1483,400,Entrenamiento
1484,251,Validacion
1485,252,Validacion
1486,253,Entrenamiento
1487,671,Entrenamiento
1488,255,Entrenamiento
1489,167,Validacion
1490,257,Validacion
1491,1231,Validacion
1492,259,Validacion
1493,260,Entrenamiento
1494,261,Entrenamiento
1495,1232,Entrenamiento
1496,263,Validacion
1497,264,Entrenamiento
1498,1233,Entrenamiento
1499,266,Entrenamiento
1500,267,Entrenamiento
1501,1234,Entrenamiento
1502,1235,Validacion
1503,1236,Entrenamiento
1504,271,Entrenamiento
1505,272,Validacion
1506,1237,Entrenamiento
1507,274,Prueba
1508,275,Entrenamiento
1509,1238,Entrenamiento
1510,1198,Entrenamiento
1511,1239,Entrenamiento
1512,1240,Entrenamiento
1513,280,Entrenamiento
1514,1098,Entrenamiento
1515,282,Entrenamiento
1516,283,Validacion
1517,1241,Entrenamiento
1518,282,Entrenamiento
1519,1242,Validacion
1520,1243,Entrenamiento
1521,1244,Prueba
1522,289,Entrenamiento
1523,290,Prueba
1524,1245,Entrenamiento
1525,292,Validacion
1526,293,Validacion
1527,294,Entrenamiento
1528,1246,Entrenamiento
1529,296,Validacion
1530,297,Prueba
1531,1247,Entrenamiento
1532,1248,Entrenamiento
1533,300,Entrenamiento
1534,301,Entrenamiento
1535,1249,Entrenamiento
1536,303,Entrenamiento
1537,1250,Entrenamiento
1538,1251,Entrenamiento
1539,306,Entrenamiento
1540,307,Entrenamiento
1541,1252,Entrenamiento
1542,1253,Validacion
1543,385,Entrenamiento
1544,1254,Entrenamiento
1545,312,Entrenamiento
1546,313,Entrenamiento
1547,314,Entrenamiento
1548,315,Validacion
1549,316,Entrenamiento
1550,317,Entrenamiento
1551,167,Validacion
1552,318,Prueba
1553,319,Validacion
1554,320,Entrenamiento
1555,321,Entrenamiento
1556,1255,Validacion
1557,323,Entrenamiento
1558,324,Validacion
1559,325,Prueba
1560,1256,Entrenamiento
1561,327,Entrenamiento
1562,1257,Entrenamiento
1563,329,Entrenamiento
1564,330,Entrenamiento
1565,663,Entrenamiento
1566,1258,Prueba
1567,333,Validacion
1568,1259,Entrenamiento
1569,335,Entrenamiento
1570,336,Validacion
1571,1260,Prueba
1572,338,Entrenamiento
1573,1261,Prueba
1574,340,Entrenamiento
1575,1262,Entrenamiento
1576,342,Entrenamiento
1577,1263,Prueba
1578,344,Entrenamiento
1579,345,Entrenamiento
1580,1264,Entrenamiento
1581,1265,Entrenamiento
1582,348,Entrenamiento
1583,1266,Entrenamiento
1584,350,Validacion
1585,351,Prueba
1586,352,Entrenamiento
1587,353,Entrenamiento
1588,1267,Entrenamiento
1589,355,Entrenamiento
1590,356,Entrenamiento
1591,357,Entrenamiento
1592,188,Entrenamiento
1593,358,Entrenamiento
1594,359,Entrenamiento
1595,1268,Validacion
1596,361,Entrenamiento
1597,362,Entrenamiento
1598,1269,Entrenamiento
1599,364,Entrenamiento
1600,365,Entrenamiento
1601,366,Prueba
1602,367,Validacion
1603,868,Entrenamiento
1604,369,Entrenamiento
1605,370,Entrenamiento
1606,371,Prueba
1607,372,Entrenamiento
1608,373,Prueba
1609,345,Entrenamiento
1610,374,Entrenamiento
1611,1270,Entrenamiento
1612,1271,Entrenamiento
1613,377,Entrenamiento
1614,378,Prueba
1615,1272,Prueba
1616,380,Validacion
1617,381,Validacion
1618,382,Entrenamiento
1619,1273,Entrenamiento
1620,384,Entrenamiento
1621,385,Entrenamiento
1622,1274,Entrenamiento
1623,387,Validacion
1624,1275,Entrenamiento
1625,1276,Entrenamiento
1626,1265,Entrenamiento
1627,391,Entrenamiento
1628,885,Entrenamiento
1629,1277,Entrenamiento
1630,380,Validacion
1631,395,Entrenamiento
1632,336,Validacion
1633,396,Entrenamiento
1634,25,Entrenamiento
1635,397,Entrenamiento
1636,398,Entrenamiento
1637,399,Entrenamiento
1638,400,Entrenamiento
1639,401,Prueba
1640,402,Entrenamiento
1641,403,Entrenamiento
1642,1278,Entrenamiento
1643,405,Entrenamiento
1644,1279,Entrenamiento
1645,1280,Entrenamiento
1646,1281,Prueba
1647,409,Entrenamiento
1648,1282,Entrenamiento
1649,411,Prueba
1650,412,Entrenamiento
1651,217,Validacion
1652,1283,Entrenamiento
1653,414,Prueba
1654,415,Prueba
1655,416,Prueba
1656,417,Entrenamiento
1657,418,Validacion
1658,813,Entrenamiento
1659,400,Entrenamiento
1660,420,Entrenamiento
1661,1284,Entrenamiento
1662,422,Prueba
1663,423,Entrenamiento
1664,424,Entrenamiento
1665,425,Validacion
1666,1285,Entrenamiento
1667,1286,Entrenamiento
1668,400,Entrenamiento
1669,428,Prueba
1670,257,Validacion
1671,429,Prueba
1672,430,Entrenamiento
1673,431,Entrenamiento
1674,432,Entrenamiento
1675,433,Entrenamiento
1676,1287,Prueba
1677,779,Entrenamiento
1678,435,Entrenamiento
1679,436,Entrenamiento
1680,437,Validacion
1681,438,Validacion
1682,331,Entrenamiento
1683,440,Entrenamiento
1684,441,Entrenamiento
1685,442,Entrenamiento
1686,1288,Entrenamiento
1687,1289,Entrenamiento
1688,1290,Entrenamiento
1689,1291,Entrenamiento
1690,1292,Prueba
1691,1293,Validacion
1692,449,Entrenamiento
1693,450,Prueba
1694,1294,Validacion
1695,1295,Prueba
1696,452,Validacion
1697,1296,Entrenamiento
1698,1297,Prueba
1699,1298,Entrenamiento
1700,456,Entrenamiento
1701,457,Validacion
1702,1299,Entrenamiento
1703,1300,Entrenamiento
1704,460,Entrenamiento
1705,461,Entrenamiento
1706,462,Entrenamiento
1707,463,Validacion
1708,380,Validacion
1709,464,Entrenamiento
1710,465,Validacion
1711,466,Entrenamiento
1712,467,Entrenamiento
1713,468,Prueba
1714,469,Entrenamiento
1715,470,Entrenamiento
1716,471,Prueba
1717,1301,Entrenamiento
1718,473,Validacion
1719,474,Entrenamiento
1720,773,Entrenamiento
1721,1302,Validacion
1722,1303,Entrenamiento
1723,477,Entrenamiento
1724,1304,Entrenamiento
1725,479,Prueba
1726,751,Validacion
1727,1305,Prueba
1728,1306,Entrenamiento
1729,1307,Entrenamiento
1730,1308,Entrenamiento
1731,485,Prueba
1732,486,Validacion
1733,1309,Entrenamiento
1734,1310,Entrenamiento
1735,489,Entrenamiento
1736,490,Entrenamiento
1737,1311,Entrenamiento
1738,492,Entrenamiento
1739,986,Entrenamiento
1740,494,Entrenamiento
1741,495,Entrenamiento
1742,496,Entrenamiento
1743,497,Prueba
1744,498,Validacion
1745,499,Entrenamiento
1746,1312,Entrenamiento
1747,501,Prueba
1748,1313,Entrenamiento
1749,503,Entrenamiento
1750,504,Entrenamiento
1751,505,Prueba
1752,1314,Entrenamiento
1753,1314,Entrenamiento
1754,1315,Prueba
1755,508,Entrenamiento
1756,509,Entrenamiento
1757,283,Validacion
1758,510,Entrenamiento
1759,497,Prueba
1760,511,Prueba
1761,512,Entrenamiento
1762,1316,Entrenamiento
1763,688,Entrenamiento
1764,514,Entrenamiento
1765,515,Entrenamiento
1766,516,Entrenamiento
1767,517,Prueba
1768,1317,Entrenamiento
1769,519,Entrenamiento
1770,520,Entrenamiento
1771,521,Entrenamiento
1772,522,Entrenamiento
1773,523,Entrenamiento
1774,524,Entrenamiento
1775,525,Entrenamiento
1776,336,Validacion
1777,1318,Entrenamiento
1778,528,Entrenamiento
1779,529,Entrenamiento
1780,530,Prueba
1781,1319,Prueba
1782,440,Entrenamiento
1783,532,Entrenamiento
1784,533,Validacion
1785,1320,Entrenamiento
1786,535,Entrenamiento
1787,1302,Validacion
1788,537,Entrenamiento
1789,538,Prueba
1790,539,Entrenamiento
1791,540,Entrenamiento
1792,1321,Prueba
1793,542,Entrenamiento
1794,543,Prueba
1795,544,Validacion
1796,545,Entrenamiento
1797,546,Entrenamiento
1798,547,Entrenamiento
1799,548,Validacion
1800,1322,Prueba
1801,1323,Prueba
1802,1324,Entrenamiento
1803,1325,Entrenamiento
1804,1326,Entrenamiento
1805,1327,Entrenamiento
1806,1328,Prueba
1807,1329,Entrenamiento
1808,557,Entrenamiento
1809,431,Entrenamiento
1810,1330,Prueba
1811,559,Entrenamiento
1812,1331,Entrenamiento
1813,635,Entrenamiento
1814,562,Entrenamiento
1815,1332,Entrenamiento
1816,510,Entrenamiento
1817,1333,Entrenamiento
1818,1334,Prueba
1819,1335,Validacion
1820,568,Prueba
1821,569,Entrenamiento
1822,341,Entrenamiento
1823,570,Entrenamiento
1824,280,Entrenamiento
1825,1336,Entrenamiento
1826,572,Entrenamiento
1827,1337,Entrenamiento
1828,574,Entrenamiento
1829,575,Entrenamiento
1830,1094,Validacion
1831,400,Entrenamiento
1832,577,Validacion
1833,578,Entrenamiento
1834,579,Entrenamiento
1835,580,Entrenamiento
1836,1338,Prueba
1837,582,Prueba
1838,253,Entrenamiento
1839,583,Entrenamiento
1840,1339,Entrenamiento
1841,1340,Entrenamiento
1842,1341,Entrenamiento
1843,1342,Entrenamiento
1844,1001,Prueba
1845,1343,Entrenamiento
1846,1344,Prueba
1847,399,Entrenamiento
1848,590,Entrenamiento
1849,591,Entrenamiento
1850,1345,Validacion
1851,1346,Entrenamiento
1852,594,Prueba
1853,1347,Entrenamiento
1854,595,Entrenamiento
1855,596,Validacion
1856,1348,Entrenamiento
1857,1349,Entrenamiento
1858,599,Validacion
1859,600,Entrenamiento
1860,601,Entrenamiento
1861,1350,Prueba
1862,603,Entrenamiento
1863,604,Entrenamiento
1864,431,Entrenamiento
1865,605,Prueba
1866,606,Entrenamiento
1867,144,Prueba
1868,607,Prueba
1869,608,Entrenamiento
1870,609,Entrenamiento
1871,1351,Prueba
1872,1352,Entrenamiento
1873,612,Entrenamiento
1874,1353,Entrenamiento
1875,614,Entrenamiento
1876,615,Entrenamiento
1877,616,Entrenamiento
1878,1354,Entrenamiento
1879,618,Entrenamiento
1880,619,Entrenamiento
1881,620,Prueba
1882,621,Validacion
1883,579,Entrenamiento
1884,622,Prueba
1885,623,Entrenamiento
1886,624,Validacion
1887,625,Validacion
1888,626,Validacion
1889,627,Entrenamiento
1890,628,Entrenamiento
1891,629,Entrenamiento
1892,103,Entrenamiento
1893,630,Entrenamiento
1894,1355,Entrenamiento
1895,646,Entrenamiento
1896,1356,Entrenamiento
1897,634,Entrenamiento
1898,635,Entrenamiento
1899,636,Entrenamiento
1900,637,Entrenamiento
1901,1357,Entrenamiento
1902,639,Entrenamiento
1903,1358,Entrenamiento
1904,663,Entrenamiento
1905,1359,Entrenamiento
1906,643,Entrenamiento
1907,1360,Entrenamiento
1908,645,Entrenamiento
1909,646,Entrenamiento
1910,647,Entrenamiento
1911,1361,Validacion
1912,1362,Prueba
1913,650,Entrenamiento
1914,651,Entrenamiento
1915,1363,Entrenamiento
1916,1364,Entrenamiento
1917,1365,Entrenamiento
1918,1328,Prueba
1919,1100,Entrenamiento
1920,656,Entrenamiento
1921,1366,Entrenamiento
1922,1367,Entrenamiento
1923,1368,Entrenamiento
1924,1369,Entrenamiento
1925,661,Entrenamiento
1926,1370,Prueba
1927,399,Entrenamiento
1928,641,Entrenamiento
1929,1371,Prueba
1930,1372,Entrenamiento
1931,666,Entrenamiento
1932,1080,Entrenamiento
1933,1373,Entrenamiento
1934,668,Prueba
1935,669,Entrenamiento
1936,670,Prueba
1937,671,Entrenamiento
1938,672,Entrenamiento
1939,673,Entrenamiento
1940,674,Entrenamiento
1941,675,Entrenamiento
1942,1374,Validacion
1943,677,Validacion
1944,111,Entrenamiento
1945,1375,Entrenamiento
1946,1376,Entrenamiento
1947,310,Entrenamiento
1948,681,Validacion
1949,682,Entrenamiento
1950,683,Prueba
1951,621,Validacion
1952,1377,Entrenamiento
1953,686,Entrenamiento
1954,1378,Entrenamiento
1955,688,Entrenamiento
1956,1039,Validacion
1957,690,Validacion
1958,691,Prueba
1959,458,Entrenamiento
1960,692,Entrenamiento
1961,693,Validacion
1962,694,Entrenamiento
1963,695,Entrenamiento
1964,696,Validacion
1965,697,Entrenamiento
1966,466,Entrenamiento
1967,698,Entrenamiento
1968,699,Entrenamiento
1969,700,Entrenamiento
1970,701,Entrenamiento
1971,702,Entrenamiento
1972,703,Entrenamiento
1973,1379,Prueba
1974,239,Prueba
1975,705,Prueba
1976,706,Entrenamiento
1977,707,Entrenamiento
1978,1380,Entrenamiento
1979,1381,Entrenamiento
1980,710,Entrenamiento
1981,1382,Entrenamiento
1982,1383,Validacion
1983,713,Entrenamiento
1984,714,Entrenamiento
1985,263,Validacion
1986,715,Entrenamiento
1987,716,Entrenamiento
1988,717,Entrenamiento
1989,718,Prueba
1990,719,Entrenamiento
1991,548,Validacion
1992,1384,Entrenamiento
1993,1385,Entrenamiento
1994,722,Entrenamiento
1995,723,Entrenamiento
1996,1386,Entrenamiento
1997,1387,Entrenamiento
1998,683,Prueba
1999,1388,Entrenamiento
2000,533,Validacion
2001,1389,Entrenamiento
2002,729,Entrenamiento
2003,730,Prueba
2004,731,Prueba
2005,542,Entrenamiento
2006,732,Entrenamiento
2007,733,Validacion
2008,1390,Entrenamiento
2009,735,Entrenamiento
2010,1331,Entrenamiento
2011,736,Prueba
2012,1391,Entrenamiento
2013,738,Entrenamiento
2014,739,Entrenamiento
2015,182,Entrenamiento
2016,327,Entrenamiento
2017,740,Entrenamiento
2018,741,Entrenamiento
2019,696,Validacion
2020,742,Validacion
2021,743,Entrenamiento
2022,744,Prueba
2023,881,Validacion
2024,746,Validacion
2025,444,Entrenamiento
2026,1392,Validacion
2027,1393,Prueba
2028,1394,Entrenamiento
2029,1395,Entrenamiento
2030,1377,Entrenamiento
2031,752,Entrenamiento
2032,753,Entrenamiento
2033,754,Entrenamiento
2034,1396,Entrenamiento
2035,220,Entrenamiento
2036,976,Entrenamiento
2037,1397,Validacion
2038,1398,Entrenamiento
2039,1399,Entrenamiento
2040,1400,Prueba
2041,1401,Entrenamiento
2042,1402,Entrenamiento
2043,1403,Entrenamiento
2044,763,Prueba
2045,1404,Entrenamiento
2046,88,Prueba
2047,752,Entrenamiento
2048,1405,Entrenamiento
2049,1406,Validacion
2050,1407,Validacion
2051,444,Entrenamiento
2052,1408,Entrenamiento
2053,769,Entrenamiento
2054,1409,Entrenamiento
2055,771,Entrenamiento
2056,772,Entrenamiento
2057,577,Validacion
2058,773,Entrenamiento
2059,455,Entrenamiento
2060,775,Entrenamiento
2061,776,Validacion
2062,1410,Prueba
2063,1411,Prueba
2064,434,Entrenamiento
2065,1412,Validacion
2066,1413,Entrenamiento
2067,782,Entrenamiento
2068,783,Prueba
2069,283,Validacion
2070,784,Entrenamiento
2071,785,Entrenamiento
2072,786,Entrenamiento
2073,787,Prueba
2074,1414,Entrenamiento
2075,789,Entrenamiento
2076,790,Entrenamiento
2077,791,Entrenamiento
2078,792,Entrenamiento
2079,793,Entrenamiento
2080,1031,Entrenamiento
2081,696,Validacion
2082,511,Prueba
2083,1415,Entrenamiento
2084,1416,Entrenamiento
2085,798,Validacion
2086,1417,Entrenamiento
2087,1418,Entrenamiento
2088,801,Entrenamiento
2089,802,Prueba
2090,803,Prueba
2091,804,Entrenamiento
2092,1419,Prueba
2093,1420,Validacion
2094,807,Prueba
2095,808,Prueba
2096,1421,Validacion
2097,1422,Entrenamiento
2098,811,Prueba
2099,812,Validacion
2100,813,Entrenamiento
2101,814,Entrenamiento
2102,815,Entrenamiento
2103,816,Entrenamiento
2104,817,Entrenamiento
2105,93,Prueba
2106,819,Entrenamiento
2107,820,Entrenamiento
2108,1423,Entrenamiento
2109,822,Entrenamiento
2110,1424,Entrenamiento
2111,824,Entrenamiento
2112,307,Entrenamiento
2113,825,Entrenamiento
2114,376,Validacion
2115,826,Entrenamiento
2116,615,Entrenamiento
2117,396,Entrenamiento
2118,25,Entrenamiento
2119,827,Entrenamiento
2120,828,Validacion
2121,829,Validacion
2122,830,Entrenamiento
2123,831,Prueba
2124,832,Entrenamiento
2125,833,Prueba
2126,1425,Validacion
2127,835,Entrenamiento
2128,836,Entrenamiento
2129,1426,Prueba
2130,838,Validacion
2131,839,Entrenamiento
2132,1397,Validacion
2133,253,Entrenamiento
2134,1427,Entrenamiento
2135,841,Prueba
2136,842,Prueba
2137,843,Entrenamiento
2138,439,Validacion
2139,844,Entrenamiento
2140,1428,Entrenamiento
2141,846,Entrenamiento
